Client ID,Best Local Accuracy,Best Local Accuracy Top-5,Best Global Accuracy,Best Global Accuracy Top-5,Best Global Model Train,Best Global Model Test,Best Global Model Train.1,Best Global Model Test Top-5,Hyperparameters
0,0.0,0.0,0.0,0.0,0.68568,0.6533,0.96576,0.9592,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv2', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv2_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=adam_dataset=cifar10_2024-05-09-0257-03', 'seed': 123, 'device': 'cuda:5', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.68698,0.6882,0.98672,0.9863,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv2', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv2_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=adam_dataset=cifar10_2024-05-09-0525-14', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6972631241997439,0.6841,0.9798335467349552,0.9746,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'fedavg', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.01, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=fedavg_partition=noniid-labeldir_lr=0.01_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-05-22-1234-48', 'seed': 1, 'device': 'cuda:6', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.718229833546735,0.696,0.9820142445582588,0.9751,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'fedavg', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.01, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=fedavg_partition=noniid-labeldir_lr=0.01_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-05-22-1830-00', 'seed': 12, 'device': 'cuda:6', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6583106594110115,0.6476,0.9749519846350831,0.9705,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'fedavg', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.01, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=fedavg_partition=noniid-labeldir_lr=0.01_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-05-22-2340-16', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6655329705505761,0.6559,0.9749519846350831,0.9722,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-1417-26', 'seed': 1, 'device': 'cuda:2', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.691101152368758,0.6886,0.9806938220230472,0.9779,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-1417-26', 'seed': 1, 'device': 'cuda:0', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.647247119078105,0.6436,0.9743117797695262,0.9729,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-1417-26', 'seed': 1, 'device': 'cuda:3', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6817781690140845,0.6723,0.9787131882202303,0.9745,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-1417-26', 'seed': 1, 'device': 'cuda:1', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6738156209987196,0.6631,0.9761923815621,0.9747,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-2021-35', 'seed': 12, 'device': 'cuda:2', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6698343469910372,0.6571,0.9822743277848912,0.9788,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-2024-20', 'seed': 12, 'device': 'cuda:0', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6666133162612036,0.6642,0.9753321062740076,0.9727,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-2037-56', 'seed': 12, 'device': 'cuda:3', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.667173495518566,0.6542,0.9799935979513444,0.9754,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-12-2047-33', 'seed': 12, 'device': 'cuda:1', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6421054737516005,0.6417,0.9683898847631242,0.9662,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-13-0226-20', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.6506482074263764,0.6457,0.9759322983354674,0.9715,"{'epochs': 5, 'comm_round': 200, 'sample_fraction': 1.0, 'alpha': 0.1, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 1, 'n_parties': 100, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'sgd', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=100_beta=0.1_batch_size=64_opt=sgd_dataset=cifar10_2024-06-13-0232-40', 'seed': 123, 'device': 'cuda:0', 'accuracies_file': 'logs/resnet_18_100_users_200_rounds.csv', 'dont_skip': False, 'n_train_workers': 1, 'n_test_workers': 1, 'arch': 'mobilenet_v3_large', 'multiprocessing': 0}"
